22.25,0.504,0.775,0.605
22.3,0.464,0.765,0.535
22.35,0.434,0.755,0.495
22.4,0.424,0.745,0.475
22.45,0.424,0.725,0.465
22.5,0.414,0.715,0.435
22.55,0.374,0.685,0.405
22.6,0.304,0.665,0.395
22.65,0.234,0.605,0.385
22.7,0.214,0.495,0.365
22.75,0.194,0.435,0.355
22.8,0.154,0.365,0.355
22.85,0.124,0.315,0.345
22.9,0.104,0.235,0.335
22.95,0.104,0.185,0.325
23,0.094,0.125,0.305
